window_title,quadrant
Academic Preparation refactoring,1
Formatting Data Structures - mandatory,0
Drafting Final Report - asap,0
Writing 8086 Assembly - important,0
Project Proposal Drafting on Jupyter Notebook [instant],0
reviewing quickly Calendar Notification,2
reviewing quickly Unplanned Meeting (Telegram),2
Laboratory Exercise Compiling on Jupyter Notebook [accelerated],0
planning for Research,1
replying Announcement Review (WhatsApp),2
researching Future Proposal Drafting,1
time-sensitive: documentation (Packet Tracer),0
updating Urgent Reply (Slack),2
attending Discord Ping (Messenger),2
PostgreSQL Troubleshooting on Canvas [urgent],0
final: Logic Gates (Canvas),0
planning for System Architecture,1
Testing Circuit Simulation - accelerated,0
practicing Software Design,1
reacting Queue Monitoring (Facebook),2
emergency: presentation slides (GitHub),0
Troubleshooting presentation slides - immediate,0
Debugging Data Structures - final,0
critical: Capstone Project (Packet Tracer),0
checking Client Inquiry,2
8086 Assembly Troubleshooting on Excel [priority],0
Formatting PostgreSQL - high-priority,0
critical: Logic Gates (Canvas),0
Data Structures refactoring,1
System Analysis Formatting on StackOverflow [high-priority],0
Drafting Laboratory Exercise - rush,0
acknowledging Quick Question (Canvas Notifications),2
deadline: PostgreSQL (Jupyter Notebook),0
acknowledging Schedule Change (Telegram),2
presentation slides Drafting on Canvas [mandatory],0
Project Proposal Designing on Excel [immediate],0
Document Signature - Google Meet,2
urgent: Capstone Project (Jupyter Notebook),0
reviewing Portfolio Building,1
Performance Optimization monitoring,1
important: PostgreSQL (Jupyter Notebook),0
developing Feasibility Analysis,1
organizing for Technical Reading,1
Algorithms Reviewing on GitHub [immediate],0
Writing simulation output - final,0
attending Reminder Message (Messenger),2
capstone revision Submitting on Proteus [critical],0
approving Client Inquiry,2
Formatting System Analysis - mandatory,0
Notifications - Facebook,2
simulation output Compiling on StackOverflow [rush],0
reviewing Personal Development,1
following up Approval Request (Google Meet),2
source code Formatting on Jupyter Notebook [urgent],0
forwarding Non-Critical Ticket,2
Technical Support Request - Discord,2
preparing for Learning Python,1
important: Capstone Project (Excel),0
approving Clarification Request (Google Meet),2
Troubleshooting simulation output - critical,0
pressing: submission (Proteus),0
urgent: Thesis (Tinkercad),0
Clarification Request - Messenger,2
reviewing quickly Messages (Facebook),2
immediate: thesis manuscript (Microsoft Word),0
Workflow Improvement optimization,1
acknowledging Administrative Task,2
acknowledging Faculty Notice (Telegram),2
Reviewing Laboratory Exercise - priority,0
reviewing quickly Email Replies (Zoom),2
accelerated: Logic Gates (Canvas),0
instant: submission (StackOverflow),0
Cybersecurity Learning monitoring,1
capstone revision Submitting on Excel [mandatory],0
Thesis preventive review,1
deadline: submission (Tinkercad),0
improving Embedded Systems,1
Group Chat - Slack,2
high-priority: thesis manuscript (Excel),0
Project Proposal Formatting on Google Docs [accelerated],0
developing Long-Term Planning,1
mandatory: capstone revision (Packet Tracer),0
responding Notifications (Zoom),2
attending Minor Revision,2
outlining for Career Development,1
Thesis Planning maintenance,1
strategizing for Habit Tracking,1
rescheduling Urgent Reply,2
Circuit Simulation Troubleshooting on Tinkercad [priority],0
reviewing Software Design,1
Data Structure Practice backup management,1
instant: submission (Excel),0
strategizing for Project Proposal,1
Debugging simulation output - critical,0
reviewing Infrastructure Planning,1
Drafting 8086 Assembly - time-sensitive,0
Circuit Simulation Submitting on Canvas [priority],0
monitoring Social Media Message (Telegram),2
Technical Documentation Drafting on GitHub [important],0
Drafting presentation slides - final,0
planning for Prototype Improvement,1
strategizing for Database Normalization,1
critical: submission (Microsoft Word),0
System Analysis Troubleshooting on Proteus [high-priority],0
practicing Future Proposal Drafting,1
Submitting simulation output - critical,0
Writing documentation - urgent,0
Testing source code - mandatory,0
Thesis Designing on Proteus [urgent],0
Submitting source code - mandatory,0
high-priority: Technical Documentation (Microsoft Word),0
capstone revision Submitting on Microsoft Word [deadline],0
Messenger Chat - Discord,2
accelerated: Final Report (Microsoft Word),0
following up Announcement Review (Google Meet),2
Inbox Review - Facebook,2
Long-Term Planning optimization,1
important: documentation (Google Docs),0
Data Structures Debugging on StackOverflow [critical],0
Technical Documentation Compiling on GitHub [high-priority],0
Queue Monitoring - Outlook,2
reacting Inbox Review,2
Technical Support Request - Gmail,2
outlining for Reading Materials,1
Designing 8086 Assembly - mandatory,0
approving Quick Question (Slack),2
Simulating Thesis - accelerated,0
answering Task Reminder (Outlook),2
answering Status Update (WhatsApp),2
Reviewing Circuit Simulation - asap,0
reviewing quickly Quick Call,2
Submitting project proposal - critical,0
Testing Thesis - high-priority,0
acknowledging Phone Call,2
emergency: Capstone Project (Jupyter Notebook),0
rush: Circuit Simulation (VS Code),0
Algorithms backup management,1
submission Testing on StackOverflow [critical],0
deadline: Technical Documentation (StackOverflow),0
Chat Support - Discord,2
Research Review optimization,1
monitoring Task Reminder (Discord),2
confirming Non-Critical Ticket,2
simulation output Writing on Google Docs [critical],0
Drafting Project Proposal - high-priority,0
Queue Monitoring - Google Meet,2
source code Coding on Canvas [urgent],0
Schedule Change - Facebook,2
Reviewing presentation slides - instant,0
Capstone Project Testing on StackOverflow [deadline],0
organizing for Feasibility Analysis,1
time-sensitive: Technical Documentation (VS Code),0
Workflow Improvement monitoring,1
reviewing Career Development,1
responding Messages (Zoom),2
reviewing Requirement Analysis,1
Technical Documentation Drafting on Canvas [deadline],0
reviewing quickly Phone Call,2
Capstone Project Designing on Packet Tracer [priority],0
confirming Non-Critical Ticket (Google Meet),2
mandatory: Thesis (Proteus),0
Chat Support - WhatsApp,2
preparing for PostgreSQL,1
Coding Project Proposal - deadline,0
answering Classroom Announcement (Zoom),2
Designing Capstone Project - high-priority,0
Coding Project Proposal - accelerated,0
Clarification Request - Facebook,2
priority: source code (VS Code),0
deadline: thesis manuscript (Microsoft Word),0
replying Non-Critical Ticket (Slack),2
Attendance Check - Messenger,2
presentation slides Testing on Jupyter Notebook [mandatory],0
rush: simulation output (Packet Tracer),0
answering Inbox Review,2
presentation slides Submitting on Excel [critical],0
final: capstone revision (GitHub),0
Status Update - Telegram,2
Circuit Simulation Troubleshooting on Canvas [accelerated],0
asap: Thesis (StackOverflow),0
urgent: Data Structures (Excel),0
Submitting Thesis - priority,0
Messages - WhatsApp,2
Simulating Capstone Project - immediate,0
Formatting Microprocessors - rush,0
accelerated: Capstone Project (Microsoft Word),0
Troubleshooting Laboratory Exercise - instant,0
accelerated: Laboratory Exercise (Tinkercad),0
Minor Revision - Gmail,2
Meeting Request - Zoom,2
roadmap creation for Career Development,1
monitoring Event Reminder (Zoom),2
emergency: Microprocessors (VS Code),0
organizing for PostgreSQL,1
documentation Testing on StackOverflow [instant],0
instant: presentation slides (Packet Tracer),0
Designing source code - final,0
Drafting 8086 Assembly - high-priority,0
Group Chat - Zoom,2
reviewing quickly Calendar Notification (WhatsApp),2
instant: Logic Gates (Microsoft Word),0
instant: Embedded Systems (VS Code),0
reviewing quickly Follow-Up Request,2
responding Messages (WhatsApp),2
Technical Support Request - Zoom,2
learning Capstone Project,1
strategizing for Algorithm Practice,1
Faculty Notice - Facebook,2
Writing PostgreSQL - important,0
Reviewing presentation slides - accelerated,0
Knowledge Review optimization,1
Microprocessors Compiling on GitHub [rush],0
time-sensitive: Capstone Project (Canvas),0
Long-Term Planning backup management,1
Testing simulation output - asap,0
planning for Project Proposal,1
roadmap creation for Thesis,1
practicing Clean Code Practice,1
Database Management Reviewing on Packet Tracer [pressing],0
Troubleshooting Data Structures - mandatory,0
rush: 8086 Assembly (Tinkercad),0
Circuit Simulation preventive review,1
learning Thesis,1
simulation output Testing on Excel [deadline],0
Meeting Request - Telegram,2
critical: project proposal (StackOverflow),0
Submitting Project Proposal - emergency,0
Submitting Embedded Systems - urgent,0
8086 Assembly Debugging on Packet Tracer [immediate],0
final: source code (StackOverflow),0
Cybersecurity Learning refactoring,1
source code Coding on Canvas [final],0
strategizing for PostgreSQL,1
Laboratory Exercise Submitting on Microsoft Word [rush],0
Workflow Improvement backup management,1
submission Simulating on StackOverflow [rush],0
rush: Laboratory Exercise (GitHub),0
Feasibility Analysis monitoring,1
Logic Gates Designing on Google Docs [final],0
Career Development maintenance,1
rush: final report (GitHub),0
Technical Documentation Formatting on Microsoft Word [high-priority],0
Status Update - Slack,2
forwarding Announcement Review (Telegram),2
studying Career Development,1
Writing Database Management - mandatory,0
answering Social Media Message (Microsoft Teams),2
rescheduling Client Inquiry (Telegram),2
pressing: Microprocessors (Google Docs),0
approving Unplanned Meeting (Messenger),2
Reminder Message - Outlook,2
Code Refactoring refactoring,1
updating Document Signature (WhatsApp),2
Unplanned Meeting - Zoom,2
urgent: Embedded Systems (Tinkercad),0
learning Design Planning,1
practicing Prototype Improvement,1
learning Preventive Maintenance,1
System Analysis refactoring,1
updating Minor Revision (Canvas Notifications),2
Submitting Capstone Project - high-priority,0
roadmap creation for Study Session,1
8086 Assembly cleanup,1
forwarding Urgent Reply (WhatsApp),2
mastering Organizational Planning,1
practicing Learning PostgreSQL,1
responding Discord Ping (Canvas Notifications),2
critical: Technical Documentation (Excel),0
presentation slides Simulating on Tinkercad [accelerated],0
Quick Question - Gmail,2
Writing project proposal - emergency,0
Designing presentation slides - emergency,0
Logic Gates monitoring,1
replying Discord Ping (Canvas Notifications),2
checking Approval Request (Outlook),2
scheduling for Design Patterns,1
forwarding Reschedule Notice (Zoom),2
developing Time Management,1
checking Quick Call (WhatsApp),2
Algorithms Testing on Jupyter Notebook [deadline],0
rush: PostgreSQL (Packet Tracer),0
Meeting Request - Canvas Notifications,2
mandatory: System Analysis (Packet Tracer),0
project proposal Writing on Canvas [critical],0
project proposal Designing on Excel [instant],0
high-priority: PostgreSQL (Excel),0
final report Reviewing on Microsoft Word [critical],0
developing UI/UX Improvement,1
Workflow Improvement preventive review,1
approving Approval Request (Google Meet),2
Testing simulation output - pressing,0
immediate: final report (Tinkercad),0
asap: presentation slides (Jupyter Notebook),0
confirming Quick Call (Canvas Notifications),2
Thesis monitoring,1
Quick Question - Messenger,2
Coding presentation slides - important,0
reviewing Version Control Learning,1
replying Attendance Check (Discord),2
Submitting documentation - final,0
following up Schedule Change (Canvas Notifications),2
Team Mention - Messenger,2
final: Logic Gates (GitHub),0
improving Circuit Simulation,1
capstone revision Writing on StackOverflow [mandatory],0
pressing: Circuit Simulation (Microsoft Word),0
Knowledge Review monitoring,1
urgent: Project Proposal (Tinkercad),0
Writing Laboratory Exercise - mandatory,0
Submitting Microprocessors - priority,0
emergency: Database Management (Microsoft Word),0
developing Clean Code Practice,1
developing Software Design,1
Messenger Chat - Canvas Notifications,2
Database Management Compiling on Microsoft Word [final],0
high-priority: submission (Canvas),0
approving Approval Request (Canvas Notifications),2
Project Proposal Testing on Tinkercad [important],0
Compiling Circuit Simulation - immediate,0
Embedded Systems Designing on Canvas [rush],0
Database Management Writing on Proteus [final],0
emergency: source code (GitHub),0
Circuit Simulation Drafting on GitHub [immediate],0
high-priority: source code (Packet Tracer),0
improving Personal Development,1
Algorithms Designing on Tinkercad [accelerated],0
Follow-Up Request - Zoom,2
Troubleshooting documentation - immediate,0
forwarding Verification Request,2
mastering Optimization,1
Email Replies - Zoom,2
following up Queue Monitoring (WhatsApp),2
PostgreSQL preventive review,1
rescheduling Follow-Up Request,2
UI/UX Improvement cleanup,1
Logic Gates Formatting on Jupyter Notebook [time-sensitive],0
Capstone Project Formatting on StackOverflow [rush],0
replying Clarification Request (Google Meet),2
Testing Circuit Simulation - final,0
urgent: Thesis (StackOverflow),0
outlining for Thesis Planning,1
checking Quick Call,2
Testing PostgreSQL - asap,0
Coding Thesis - asap,0
submission Submitting on Canvas [instant],0
emergency: Capstone Project (StackOverflow),0
Status Update - Outlook,2
mandatory: Technical Documentation (Google Docs),0
following up Social Media Message,2
rush: Project Proposal (Jupyter Notebook),0
8086 Assembly Reviewing on Tinkercad [pressing],0
Drafting laboratory exercise - priority,0
organizing for Learning Embedded Systems,1
Capstone Project cleanup,1
reacting Urgent Reply (Slack),2
Project Proposal Submitting on Tinkercad [important],0
Approval Request - Gmail,2
attending Messenger Chat (Discord),2
roadmap creation for Knowledge Review,1
organizing for Research Review,1
Capstone Project Formatting on Packet Tracer [high-priority],0
reacting Non-Critical Ticket (Slack),2
System Analysis Compiling on Proteus [high-priority],0
reacting Announcement Review (Canvas Notifications),2
submission Submitting on Canvas [emergency],0
learning Learning Embedded Systems,1
learning DevOps Learning,1
Testing Microprocessors - urgent,0
Writing System Analysis - rush,0
preparing for Network Fundamentals,1
Capstone Project Writing on Canvas [priority],0
practicing Data Structure Practice,1
Formatting 8086 Assembly - rush,0
monitoring Announcement Review (Google Meet),2
instant: Data Structures (VS Code),0
updating Administrative Task,2
simulation output Debugging on VS Code [mandatory],0
Writing Algorithms - time-sensitive,0
mandatory: final report (Packet Tracer),0
Compiling final report - high-priority,0
approving Team Mention,2
planning for Thesis Planning,1
developing Database Management,1
critical: Project Proposal (GitHub),0
Network Fundamentals monitoring,1
answering Inbox Review (WhatsApp),2
important: Project Proposal (Packet Tracer),0
final: project proposal (Jupyter Notebook),0
time-sensitive: Database Management (GitHub),0
Formatting submission - deadline,0
Troubleshooting capstone revision - emergency,0
practicing System Analysis,1
submission Submitting on Microsoft Word [priority],0
Writing Circuit Simulation - time-sensitive,0
Design Planning preventive review,1
checking Follow-Up Request,2
instant: Database Management (Tinkercad),0
attending Attendance Check (WhatsApp),2
rescheduling Clarification Request (Canvas Notifications),2
reviewing quickly Email Replies (Microsoft Teams),2
deadline: simulation output (Tinkercad),0
Urgent Reply - Outlook,2
simulation output Designing on Packet Tracer [immediate],0
reviewing quickly Event Reminder (Canvas Notifications),2
Simulating 8086 Assembly - critical,0
roadmap creation for Optimization,1
scheduling for System Analysis,1
practicing Design Patterns,1
approving Minor Formatting Request (Discord),2
Follow-Up Request - Facebook,2
checking Email Replies (Outlook),2
asap: source code (GitHub),0
Capstone Project maintenance,1
forwarding Minor Formatting Request (Slack),2
final: Embedded Systems (Canvas),0
accelerated: Thesis (GitHub),0
Schedule Change - Gmail,2
Microprocessors Compiling on Proteus [emergency],0
urgent: System Analysis (Proteus),0
improving Thesis Planning,1
Event Reminder - Google Meet,2
approving Technical Support Request (Discord),2
Formatting Algorithms - high-priority,0
urgent: submission (Google Docs),0
asap: thesis manuscript (Microsoft Word),0
strategizing for Infrastructure Planning,1
checking Event Reminder (Outlook),2
outlining for Documentation Improvement,1
attending Routine Request (Facebook),2
submission Writing on StackOverflow [instant],0
confirming Messages,2
Project Proposal refactoring,1
instant: Database Management (Packet Tracer),0
replying Clarification Request,2
System Analysis Formatting on Tinkercad [deadline],0
Administrative Task - Canvas Notifications,2
high-priority: presentation slides (Proteus),0
replying Status Update,2
pressing: laboratory exercise (VS Code),0
Formatting Final Report - priority,0
Laboratory Exercise Troubleshooting on Jupyter Notebook [rush],0
Data Structures Simulating on Packet Tracer [urgent],0
reviewing System Architecture,1
improving Network Fundamentals,1
Logic Gates Formatting on StackOverflow [pressing],0
rescheduling Messenger Chat,2
critical: System Analysis (VS Code),0
replying Client Inquiry (Telegram),2
monitoring Reminder Message (Canvas Notifications),2
thesis manuscript Formatting on Google Docs [pressing],0
reacting Technical Support Request (Slack),2
Designing Capstone Project - accelerated,0
responding Verification Request (Messenger),2
preparing for Thesis Planning,1
Formatting Final Report - emergency,0
confirming Verification Request (Slack),2
Quick Call - Slack,2
Compiling Project Proposal - accelerated,0
emergency: Circuit Simulation (Excel),0
mandatory: final report (Microsoft Word),0
updating Inbox Review (Zoom),2
developing Technical Reading,1
responding Minor Formatting Request (Outlook),2
final: source code (Jupyter Notebook),0
final report Reviewing on StackOverflow [rush],0
learning Career Development,1
preparing for Laboratory Exercise,1
developing Personal Development,1
Testing Thesis - priority,0
strategizing for Goal Setting,1
reviewing quickly Routine Request,2
researching Documentation Improvement,1
Formatting Final Report - immediate,0
Circuit Simulation Writing on VS Code [rush],0
Coding Laboratory Exercise - priority,0
Coding submission - priority,0
immediate: Data Structures (Tinkercad),0
Embedded Systems backup management,1
researching Long-Term Planning,1
attending Status Update,2
source code Submitting on StackOverflow [accelerated],0
Final Report Coding on Jupyter Notebook [pressing],0
Technical Documentation Drafting on Tinkercad [asap],0
8086 Assembly Reviewing on GitHub [asap],0
developing Git Practice,1
strategizing for Capstone Project,1
replying Phone Call (Slack),2
responding Status Update,2
high-priority: thesis manuscript (Proteus),0
Exam Review backup management,1
Circuit Simulation Troubleshooting on Microsoft Word [instant],0
Project Proposal Designing on StackOverflow [pressing],0
forwarding Verification Request (Messenger),2
studying Skill Development,1
studying Final Report,1
Task Reminder - Outlook,2
final report Writing on StackOverflow [emergency],0
Testing laboratory exercise - instant,0
reacting Discord Ping (Google Meet),2
rescheduling Unplanned Meeting (Microsoft Teams),2
reviewing quickly Routine Request (Canvas Notifications),2
replying Social Media Message,2
Formatting laboratory exercise - immediate,0
Research maintenance,1
Technical Documentation Reviewing on Microsoft Word [priority],0
Drafting 8086 Assembly - critical,0
Chat Support - Slack,2
thesis manuscript Writing on GitHub [immediate],0
Data Structures Compiling on VS Code [accelerated],0
outlining for Capstone Project,1
Laboratory Exercise monitoring,1
forwarding Verification Request (Facebook),2
Preventive Maintenance backup management,1
Compiling laboratory exercise - final,0
simulation output Designing on Proteus [priority],0
Event Reminder - Discord,2
Embedded Systems Testing on Proteus [asap],0
accelerated: Final Report (Canvas),0
forwarding Unplanned Meeting (Outlook),2
Formatting Microprocessors - final,0
approving Messages (Facebook),2
improving Research,1
forwarding Clarification Request (Outlook),2
System Analysis Formatting on Jupyter Notebook [rush],0
organizing for Performance Optimization,1
forwarding Follow-Up Request (Discord),2
outlining for Habit Tracking,1
developing Cloud Fundamentals,1
acknowledging Meeting Request,2
rush: Algorithms (Packet Tracer),0
immediate: project proposal (Excel),0
Discord Ping - Google Meet,2
capstone revision Simulating on Excel [mandatory],0
Logic Gates Drafting on Proteus [pressing],0
attending Task Reminder (Facebook),2
Algorithms Designing on Jupyter Notebook [mandatory],0
replying Reminder Message (Gmail),2
developing Academic Preparation,1
Attendance Check - Outlook,2
attending Calendar Notification,2
reacting Faculty Notice,2
updating Approval Request,2
organizing for Time Management,1
researching Workflow Improvement,1
confirming Faculty Notice,2
Troubleshooting Capstone Project - important,0
Software Design optimization,1
confirming Reminder Message,2
System Architecture preventive review,1
rescheduling Email Replies (Messenger),2
acknowledging Faculty Notice (Gmail),2
Formatting Laboratory Exercise - instant,0
priority: Microprocessors (Tinkercad),0
approving Email Replies,2
Troubleshooting Data Structures - accelerated,0
Testing documentation - accelerated,0
critical: Embedded Systems (Jupyter Notebook),0
laboratory exercise Reviewing on Microsoft Word [mandatory],0
PostgreSQL Debugging on Proteus [time-sensitive],0
replying Reschedule Notice (Outlook),2
confirming Reschedule Notice (Messenger),2
Laboratory Exercise Coding on Jupyter Notebook [emergency],0
capstone revision Simulating on Canvas [high-priority],0
strategizing for Exam Review,1
asap: Capstone Project (Tinkercad),0
following up Approval Request (Telegram),2
updating Faculty Notice (Facebook),2
Reviewing submission - accelerated,0
final: Circuit Simulation (GitHub),0
reviewing quickly Unplanned Meeting,2
Debugging Thesis - instant,0
Laboratory Exercise cleanup,1
high-priority: Final Report (Proteus),0
updating Reschedule Notice (Gmail),2
preparing for UI/UX Improvement,1
confirming Social Media Message (Discord),2
Writing Circuit Simulation - deadline,0
reviewing quickly Reschedule Notice (Outlook),2
checking Classroom Announcement (Messenger),2
Exam Review optimization,1
rush: Algorithms (Canvas),0
Drafting Capstone Project - critical,0
researching Database Normalization,1
presentation slides Submitting on VS Code [emergency],0
Client Inquiry - Slack,2
acknowledging Administrative Task (Telegram),2
thesis manuscript Troubleshooting on StackOverflow [priority],0
reacting Calendar Notification,2
Technical Documentation Formatting on Google Docs [accelerated],0
Designing thesis manuscript - final,0
reacting Social Media Message,2
Thesis Reviewing on GitHub [immediate],0
Attendance Check - Microsoft Teams,2
Debugging Final Report - accelerated,0
Coding PostgreSQL - final,0
important: final report (StackOverflow),0
Document Signature - Discord,2
immediate: Embedded Systems (Microsoft Word),0
reviewing Organizational Planning,1
mandatory: simulation output (GitHub),0
updating Chat Support,2
time-sensitive: source code (Excel),0
improving Data Structure Practice,1
Reminder Message - Gmail,2
Project Proposal Formatting on Proteus [rush],0
approving Queue Monitoring (Facebook),2
pressing: submission (Packet Tracer),0
rescheduling Administrative Task (Messenger),2
Simulating submission - priority,0
updating Minor Formatting Request (Gmail),2
Notifications - Gmail,2
checking Follow-Up Request (WhatsApp),2
laboratory exercise Reviewing on VS Code [instant],0
preparing for Skill Development,1
System Analysis cleanup,1
practicing Skill Development,1
learning Feasibility Analysis,1
Logic Gates Testing on GitHub [mandatory],0
critical: 8086 Assembly (Tinkercad),0
learning Personal Development,1
Technical Documentation monitoring,1
forwarding Follow-Up Request (Microsoft Teams),2
Final Report Reviewing on Proteus [critical],0
rescheduling Meeting Request (Canvas Notifications),2
strategizing for Knowledge Review,1
monitoring Status Update,2
following up Document Signature (Messenger),2
Submitting simulation output - emergency,0
mandatory: 8086 Assembly (Packet Tracer),0
Routine Request - Discord,2
System Analysis monitoring,1
Reviewing Project Proposal - urgent,0
Simulating final report - important,0
updating Technical Support Request (Gmail),2
laboratory exercise Submitting on Jupyter Notebook [high-priority],0
Submitting Circuit Simulation - critical,0
Design Planning refactoring,1
Formatting Laboratory Exercise - accelerated,0
critical: documentation (Microsoft Word),0
Testing simulation output - emergency,0
thesis manuscript Formatting on Excel [immediate],0
acknowledging Document Signature,2
accelerated: thesis manuscript (VS Code),0
replying Task Reminder (Gmail),2
preparing for Data Structure Practice,1
presentation slides Drafting on Microsoft Word [final],0
organizing for Capstone Project,1
Writing source code - high-priority,0
final: PostgreSQL (VS Code),0
mandatory: Thesis (Google Docs),0
Designing System Analysis - rush,0
PostgreSQL cleanup,1
roadmap creation for Final Report,1
scheduling for Microprocessors,1
Debugging Circuit Simulation - rush,0
final: Data Structures (Proteus),0
updating Messages,2
Debugging submission - accelerated,0
replying Calendar Notification,2
reviewing Project Proposal,1
immediate: laboratory exercise (Canvas),0
monitoring Unplanned Meeting (Outlook),2
Microprocessors Simulating on Proteus [emergency],0
Unplanned Meeting - Canvas Notifications,2
Routine Request - Microsoft Teams,2
Queue Monitoring - Zoom,2
Attendance Check - Facebook,2
time-sensitive: Database Management (Tinkercad),0
final: laboratory exercise (Jupyter Notebook),0
monitoring Verification Request,2
Logic Gates Testing on Proteus [accelerated],0
System Analysis Compiling on Microsoft Word [pressing],0
following up Urgent Reply,2
responding Minor Formatting Request (WhatsApp),2
Reviewing capstone revision - time-sensitive,0
updating Client Inquiry (WhatsApp),2
priority: Logic Gates (Tinkercad),0
reviewing Logic Gates,1
Coding System Analysis - deadline,0
Formatting Algorithms - critical,0
Database Management Reviewing on Packet Tracer [rush],0
approving Event Reminder,2
strategizing for Embedded Systems,1
Phone Call - Messenger,2
Designing Capstone Project - mandatory,0
Database Management Drafting on Microsoft Word [emergency],0
updating Minor Formatting Request (Messenger),2
Simulating Technical Documentation - urgent,0
Testing Technical Documentation - urgent,0
monitoring Minor Formatting Request,2
high-priority: presentation slides (Tinkercad),0
Data Structures optimization,1
deadline: Technical Documentation (Packet Tracer),0
Formatting Final Report - instant,0
rush: Final Report (GitHub),0
Designing Project Proposal - accelerated,0
strategizing for Academic Preparation,1
Learning PostgreSQL optimization,1
final: capstone revision (Google Docs),0
updating Minor Revision (Slack),2
Circuit Simulation Reviewing on Canvas [final],0
replying Chat Support (Discord),2
Final Report Reviewing on GitHub [time-sensitive],0
replying Attendance Check,2
forwarding Technical Support Request (Gmail),2
laboratory exercise Compiling on StackOverflow [final],0
acknowledging Announcement Review,2
Logic Gates Writing on VS Code [pressing],0
acknowledging Verification Request,2
following up Follow-Up Request (Discord),2
organizing for Clean Code Practice,1
critical: 8086 Assembly (Microsoft Word),0
Testing Strategy refactoring,1
Drafting Data Structures - high-priority,0
urgent: simulation output (Tinkercad),0
rescheduling Status Update,2
Debugging Thesis - critical,0
Designing Thesis - mandatory,0
confirming Calendar Notification,2
Debugging documentation - deadline,0
Drafting Final Report - time-sensitive,0
studying Learning Python,1
checking Messenger Chat (Outlook),2
System Analysis Troubleshooting on Google Docs [instant],0
Microprocessors Simulating on Microsoft Word [rush],0
Notifications - Telegram,2
following up Event Reminder (Facebook),2
Thesis Testing on Microsoft Word [time-sensitive],0
Formatting Thesis - pressing,0
confirming Classroom Announcement (Google Meet),2
roadmap creation for Technical Documentation,1
Testing submission - time-sensitive,0
Testing capstone revision - mandatory,0
Writing final report - asap,0
studying Personal Development,1
Project Proposal Designing on GitHub [time-sensitive],0
answering Verification Request (Telegram),2
attending Non-Critical Ticket,2
strategizing for System Architecture,1
Submitting PostgreSQL - accelerated,0
Final Report Formatting on Jupyter Notebook [instant],0
confirming Notifications (Gmail),2
answering Client Inquiry (Canvas Notifications),2
Troubleshooting thesis manuscript - mandatory,0
practicing Preventive Maintenance,1
attending Clarification Request (Facebook),2
Non-Critical Ticket - Zoom,2
asap: source code (VS Code),0
confirming Schedule Change,2
preparing for Prototype Improvement,1
Compiling Microprocessors - important,0
mandatory: 8086 Assembly (Tinkercad),0
forwarding Group Chat,2
Drafting documentation - accelerated,0
mandatory: thesis manuscript (Microsoft Word),0
Database Management Reviewing on Tinkercad [rush],0
capstone revision Compiling on Proteus [immediate],0
reviewing Research Review,1
pressing: System Analysis (Packet Tracer),0
priority: thesis manuscript (Google Docs),0
System Analysis Coding on Packet Tracer [time-sensitive],0
Designing laboratory exercise - instant,0
acknowledging Team Mention (Facebook),2
Announcement Review - Zoom,2
Task Reminder - Gmail,2
Microprocessors Debugging on GitHub [priority],0
mandatory: Microprocessors (Proteus),0
roadmap creation for Algorithms,1
Urgent Reply - Zoom,2
reviewing quickly Queue Monitoring,2
mandatory: Microprocessors (GitHub),0
Testing Strategy optimization,1
answering Routine Request (Outlook),2
Simulating project proposal - priority,0
Troubleshooting laboratory exercise - accelerated,0
Microprocessors Compiling on Proteus [immediate],0
Designing Database Management - time-sensitive,0
Final Report Designing on Google Docs [immediate],0
rescheduling Urgent Reply (Zoom),2
Drafting 8086 Assembly - important,0
Troubleshooting Laboratory Exercise - high-priority,0
Submitting Technical Documentation - pressing,0
submission Coding on StackOverflow [priority],0
high-priority: Laboratory Exercise (Excel),0
Strategic Planning optimization,1
Simulating submission - important,0
Laboratory Exercise Simulating on Proteus [deadline],0
outlining for Algorithms,1
Technical Documentation Compiling on Tinkercad [high-priority],0
Documentation Improvement refactoring,1
Administrative Task - Google Meet,2
Embedded Systems Testing on Packet Tracer [mandatory],0
studying Habit Tracking,1
scheduling for Thesis,1
Verification Request - Messenger,2
forwarding Unplanned Meeting (Canvas Notifications),2
project proposal Drafting on Packet Tracer [mandatory],0
Microprocessors Compiling on GitHub [priority],0
Thesis Troubleshooting on Microsoft Word [emergency],0
critical: presentation slides (Proteus),0
outlining for Design Patterns,1
accelerated: Database Management (Tinkercad),0
Administrative Task - Microsoft Teams,2
confirming Minor Revision,2
reviewing quickly Minor Revision (Google Meet),2
Submitting presentation slides - important,0
asap: Embedded Systems (Jupyter Notebook),0
Reviewing simulation output - instant,0
improving Requirement Analysis,1
instant: 8086 Assembly (GitHub),0
final: documentation (Canvas),0
practicing Design Planning,1
instant: Data Structures (Tinkercad),0
Coding submission - accelerated,0
responding Queue Monitoring (Outlook),2
Debugging documentation - immediate,0
Skill Development cleanup,1
attending Minor Formatting Request (Discord),2
Laboratory Exercise Reviewing on Packet Tracer [high-priority],0
Social Media Message - Outlook,2
immediate: Thesis (Google Docs),0
important: 8086 Assembly (StackOverflow),0
Technical Documentation Drafting on Tinkercad [accelerated],0
System Analysis Formatting on Microsoft Word [mandatory],0
PostgreSQL Compiling on GitHub [final],0
8086 Assembly monitoring,1
scheduling for Research Review,1
mandatory: Capstone Project (GitHub),0
